i	Degree	Interconnections	CC	APL	SS
0	150	11175	1.00000	1.84663	3.00000
1	156	11506	0.95170	1.83915	3.00000
2	92	3199	0.76421	1.93392	4.00000
3	229	17227	0.65989	1.73317	3.00000
4	207	14949	0.70114	1.76808	3.00000
5	153	11260	0.96835	1.84289	3.00000
6	189	14056	0.79117	1.79302	3.00000
7	254	18116	0.56382	1.69825	3.00000
8	187	13981	0.80392	1.79551	3.00000
9	204	14808	0.71516	1.77307	3.00000
10	205	14487	0.69283	1.78803	4.00000
11	56	1016	0.65974	2.02868	4.00000
12	80	3081	0.97500	1.96010	4.00000
13	284	21009	0.52279	1.66209	3.00000
14	4	6	1.00000	2.74190	5.00000
15	158	11523	0.92905	1.83541	3.00000
16	179	12120	0.76078	1.80798	3.00000
17	270	22445	0.61806	1.69077	3.00000
18	74	2701	1.00000	2.00249	4.00000
19	1	0	    NaN	2.84289	4.00000
20	53	1328	0.96372	2.04239	4.00000
21	224	13915	0.55713	1.75810	4.00000
22	22	231	1.00000	2.16958	4.00000
23	165	11945	0.88285	1.82793	3.00000
24	72	1469	0.57473	1.98254	3.00000
25	55	1084	0.72997	2.02369	4.00000
26	47	993	0.91859	2.03865	4.00000
27	60	1149	0.64915	2.00623	4.00000
28	48	997	0.88387	2.03367	4.00000
29	170	12045	0.83850	1.81920	3.00000
30	127	4427	0.55331	1.88529	3.00000
31	85	1707	0.47815	1.95262	4.00000
32	52	1042	0.78582	2.02618	3.00000
33	154	5446	0.46227	1.84165	3.00000
34	102	3057	0.59348	1.93516	4.00000
35	123	4341	0.57857	1.90898	4.00000
36	139	4897	0.51058	1.86658	3.00000
37	99	2158	0.44486	1.93267	4.00000
38	69	1446	0.61637	1.98504	4.00000
39	190	12712	0.70799	1.78803	3.00000
40	99	2231	0.45991	1.93142	4.00000
41	233	15458	0.57193	1.73067	3.00000
42	294	23813	0.55288	1.65586	3.00000
43	290	20622	0.49211	1.65960	3.00000
44	289	20086	0.48265	1.65087	3.00000
45	326	26553	0.50124	1.60848	3.00000
46	62	1225	0.64781	2.00000	3.00000
47	49	1007	0.85629	2.03367	4.00000
48	319	22087	0.43546	1.61471	3.00000
49	159	6202	0.49375	1.83292	3.00000
50	230	14136	0.53678	1.74564	3.00000
51	67	1339	0.60561	1.99501	4.00000
52	160	6128	0.48176	1.82918	3.00000
53	200	8382	0.42121	1.77805	3.00000
54	307	25624	0.54553	1.63591	3.00000
55	221	13141	0.54056	1.76060	3.00000
56	198	12045	0.61760	1.79052	3.00000
57	156	5918	0.48950	1.83292	3.00000
58	186	7881	0.45806	1.79551	3.00000
59	348	27023	0.44756	1.58229	3.00000
60	49	1005	0.85459	2.03616	4.00000
61	150	5752	0.51472	1.84788	3.00000
62	78	1435	0.47786	1.96633	4.00000
63	315	21864	0.44210	1.61721	3.00000
64	305	24039	0.51853	1.64090	3.00000
65	144	4606	0.44736	1.86035	4.00000
66	101	3443	0.68178	1.94015	4.00000
67	167	10769	0.77693	1.84040	4.00000
68	162	6486	0.49735	1.83416	3.00000
69	193	12684	0.68459	1.78678	3.00000
70	152	6211	0.54122	1.84040	3.00000
71	1	0	    NaN	2.95885	5.00000
72	124	4249	0.55717	1.88903	4.00000
73	73	2628	1.00000	1.98753	4.00000
74	99	3266	0.67326	1.94140	4.00000
75	116	4328	0.64888	1.91147	4.00000
76	277	20436	0.53461	1.67456	3.00000
77	208	14997	0.69663	1.76559	3.00000
78	219	15844	0.66373	1.75062	3.00000
79	272	19782	0.53674	1.68080	3.00000
80	43	627	0.69435	2.07980	4.00000
81	241	17251	0.59651	1.71945	3.00000
82	224	15715	0.62920	1.74439	3.00000
83	186	12305	0.71520	1.79800	3.00000
84	65	995	0.47837	1.99377	4.00000
85	178	12203	0.77465	1.80798	3.00000
86	79	2735	0.88770	1.97007	4.00000
87	14	91	1.00000	2.27307	4.00000
88	84	2831	0.81211	1.96633	4.00000
89	24	148	0.53623	2.18579	4.00000
