i	Degree	Interconnections	CC	APL	SS
0	12	66	1.00000	2.32258	5.00000
1	7	15	0.71429	2.41935	4.00000
2	14	70	0.76923	2.24194	5.00000
3	12	66	1.00000	2.32258	5.00000
4	14	70	0.76923	2.27419	5.00000
5	8	15	0.53571	2.61290	5.00000
6	3	3	1.00000	2.93548	6.00000
7	7	15	0.71429	2.74194	5.00000
8	12	22	0.33333	2.19355	4.00000
9	3	3	1.00000	3.40323	7.00000
10	6	6	0.40000	2.62903	6.00000
11	17	76	0.55882	2.09677	5.00000
12	4	3	0.50000	2.91935	6.00000
13	1	0	    NaN	4.19355	7.00000
14	3	3	1.00000	3.22581	5.00000
15	9	18	0.50000	2.35484	4.00000
16	6	10	0.66667	2.66129	5.00000
17	21	93	0.44286	1.93548	4.00000
18	6	10	0.66667	2.77419	5.00000
19	4	3	0.50000	2.88710	5.00000
20	3	3	1.00000	2.87097	5.00000
21	1	0	    NaN	3.75806	6.00000
22	2	1	1.00000	3.08065	6.00000
23	16	71	0.59167	2.17742	5.00000
24	2	1	1.00000	4.48387	7.00000
25	3	1	0.33333	3.51613	6.00000
26	2	1	1.00000	4.48387	7.00000
27	1	0	    NaN	3.90323	7.00000
28	17	81	0.59559	1.96774	4.00000
29	17	81	0.59559	2.01613	4.00000
30	3	3	1.00000	4.00000	6.00000
31	5	6	0.60000	3.17742	5.00000
32	1	0	    NaN	3.33871	6.00000
33	6	15	1.00000	2.87097	5.00000
34	18	82	0.53595	2.20968	5.00000
35	6	15	1.00000	2.87097	5.00000
36	6	15	1.00000	2.87097	5.00000
37	9	19	0.52778	2.56452	5.00000
38	6	15	1.00000	2.87097	5.00000
39	13	67	0.85897	2.30645	5.00000
40	9	17	0.47222	2.33871	4.00000
41	4	2	0.33333	2.75806	5.00000
42	4	2	0.33333	3.06452	5.00000
43	2	1	1.00000	3.77419	6.00000
44	2	1	1.00000	3.22581	6.00000
45	3	1	0.33333	3.20968	6.00000
46	14	67	0.73626	2.27419	5.00000
47	1	0	    NaN	3.29032	6.00000
48	13	66	0.84615	2.30645	5.00000
49	2	1	1.00000	3.66129	6.00000
50	5	10	1.00000	2.79032	5.00000
51	5	4	0.40000	2.59677	5.00000
52	1	0	    NaN	4.96774	7.00000
53	2	1	1.00000	2.91935	5.00000
54	3	0	0.00000	3.00000	5.00000
55	6	6	0.40000	3.06452	5.00000
56	5	4	0.40000	2.91935	5.00000
57	5	4	0.40000	3.12903	6.00000
58	3	3	1.00000	2.87097	5.00000
59	6	11	0.73333	2.77419	5.00000
60	5	4	0.40000	3.17742	6.00000
61	10	11	0.24444	2.35484	5.00000
62	4	3	0.50000	3.98387	6.00000
