i	Degree	Interconnections	CC	APL	SS
46	293	20720	0.48436	1.65408	3.00000
47	328	27148	0.50623	1.61389	3.00000
48	63	1273	0.65182	2.00487	3.00000
49	50	1052	0.85878	2.03654	4.00000
50	322	22678	0.43881	1.61998	3.00000
51	158	6147	0.49561	1.83800	3.00000
52	240	15201	0.53002	1.73934	3.00000
53	68	1389	0.60975	1.99878	4.00000
54	165	6630	0.49002	1.82948	3.00000
55	203	8601	0.41950	1.78319	3.00000
56	309	26179	0.55014	1.64068	3.00000
57	225	13695	0.54345	1.76127	3.00000
58	202	12562	0.61879	1.79172	3.00000
59	161	6415	0.49806	1.83313	3.00000
60	188	8108	0.46126	1.80146	3.00000
61	351	27658	0.45027	1.59074	3.00000
62	50	1050	0.85714	2.04019	4.00000
63	154	6089	0.51685	1.84653	3.00000
64	80	1504	0.47595	1.96590	4.00000
65	317	22383	0.44689	1.62363	3.00000
66	307	24630	0.52437	1.64921	3.00000
67	148	4879	0.44852	1.85993	4.00000
68	102	3477	0.67501	1.94519	4.00000
69	171	11232	0.77276	1.83678	4.00000
70	41	532	0.64878	2.09257	4.00000
71	165	6642	0.49091	1.83435	3.00000
72	197	12948	0.67067	1.79050	3.00000
73	156	6607	0.54648	1.83922	3.00000
74	1	0	    NaN	2.96102	5.00000
75	126	4403	0.55911	1.88794	4.00000
76	75	2775	1.00000	1.98538	4.00000
77	101	3444	0.68198	1.94032	4.00000
78	118	4495	0.65117	1.91108	4.00000
79	280	20943	0.53618	1.68088	3.00000
80	210	15295	0.69697	1.77101	3.00000
81	222	16228	0.66153	1.75518	3.00000
82	275	20372	0.54073	1.68697	3.00000
83	43	627	0.69435	2.08161	4.00000
84	243	17647	0.60018	1.72594	3.00000
85	226	16050	0.63127	1.75030	3.00000
86	188	12499	0.71106	1.80390	3.00000
87	66	1029	0.47972	1.99635	4.00000
88	182	12454	0.75612	1.80755	3.00000
89	82	2962	0.89190	1.97442	4.00000
90	14	91	1.00000	2.27771	4.00000
91	86	2983	0.81614	1.96468	4.00000
92	24	148	0.53623	2.19001	4.00000
93	23	158	0.62451	2.17174	4.00000
94	18	130	0.84967	2.22899	4.00000
95	15	93	0.88571	2.24726	4.00000
96	226	10808	0.42509	1.75639	3.00000
97	190	11682	0.65063	1.80877	4.00000
98	29	227	0.55911	2.12302	4.00000
99	172	7618	0.51802	1.81973	3.00000
100	39	367	0.49528	2.12180	4.00000
101	273	18557	0.49981	1.68819	3.00000
102	111	4305	0.70516	1.92935	4.00000
103	220	14468	0.60058	1.75883	3.00000
104	299	24485	0.54959	1.66382	3.00000
105	17	136	1.00000	2.18149	4.00000
106	24	165	0.59783	2.13276	4.00000
107	160	10792	0.84843	1.85505	4.00000
108	73	1810	0.68874	1.98904	4.00000
109	61	733	0.40055	2.01462	4.00000
110	49	572	0.48639	2.05359	4.00000
111	70	1593	0.65963	1.99878	4.00000
112	57	910	0.57018	2.01218	4.00000
113	66	939	0.43776	2.01218	4.00000
114	292	20931	0.49266	1.65773	3.00000
115	37	350	0.52553	2.07674	4.00000
116	175	6180	0.40591	1.82217	3.00000
117	144	3919	0.38063	1.87576	4.00000
118	27	219	0.62393	2.14860	4.00000
119	54	1107	0.77358	2.02436	4.00000
120	11	45	0.81818	2.46894	4.00000
121	112	3950	0.63546	1.90987	3.00000
122	50	1141	0.93143	2.05359	4.00000
123	45	990	1.00000	2.07308	4.00000
124	121	4619	0.63623	1.89890	3.00000
125	160	6144	0.48302	1.83313	3.00000
126	213	10293	0.45589	1.77223	3.00000
127	113	3268	0.51643	1.91717	3.00000
128	62	1233	0.65204	2.02801	4.00000
129	107	2945	0.51931	1.93666	3.00000
130	93	2129	0.49766	1.96590	3.00000
131	129	2971	0.35986	1.90865	4.00000
132	85	3153	0.88319	1.96224	4.00000
133	98	2884	0.60677	1.93057	4.00000
134	69	1232	0.52515	2.01218	4.00000
135	91	2749	0.67131	1.93788	3.00000
136	181	12284	0.75408	1.80755	3.00000
137	224	15420	0.61739	1.74787	3.00000
138	42	594	0.68990	2.10719	4.00000
139	33	442	0.83712	2.18270	4.00000
140	55	789	0.53131	2.05725	4.00000
141	152	10505	0.91539	1.86724	3.00000
142	180	11971	0.74308	1.82704	3.00000
143	161	10840	0.84161	1.85140	4.00000
144	263	22828	0.66258	1.70889	3.00000
145	172	11203	0.76180	1.83678	4.00000
146	209	14807	0.68122	1.77954	4.00000
147	297	25604	0.58249	1.65530	3.00000
148	272	22994	0.62389	1.69549	3.00000
149	263	22828	0.66258	1.70889	3.00000
150	168	11073	0.78935	1.84166	4.00000
151	266	22901	0.64977	1.70524	3.00000
152	261	22580	0.66549	1.71133	3.00000
153	155	10596	0.88781	1.86358	4.00000
154	156	11024	0.91183	1.86967	4.00000
155	307	25893	0.55126	1.64312	3.00000
156	260	17721	0.52631	1.70524	3.00000
157	211	13864	0.62577	1.78319	3.00000
158	376	28010	0.39730	1.56151	3.00000
159	271	23047	0.62996	1.69793	3.00000
160	156	10683	0.88362	1.86358	4.00000
161	145	10440	1.00000	1.88307	4.00000
162	229	15982	0.61220	1.75396	4.00000
163	213	14551	0.64448	1.77832	3.00000
164	267	16509	0.46490	1.70037	3.00000
165	150	10568	0.94568	1.87576	4.00000
166	190	12377	0.68933	1.80999	3.00000
167	235	15627	0.56836	1.74543	4.00000
168	171	11416	0.78541	1.84287	4.00000
169	42	559	0.64925	2.08283	4.00000
170	152	10505	0.91539	1.86724	3.00000
171	38	453	0.64438	2.12180	4.00000
172	27	187	0.53276	2.21681	4.00000
173	15	63	0.60000	2.22655	4.00000
174	13	56	0.71795	2.50548	4.00000
175	187	12042	0.69243	1.81730	3.00000
176	68	1137	0.49912	2.01218	4.00000
177	210	13403	0.61075	1.78441	3.00000
178	65	2080	1.00000	1.99147	4.00000
179	82	2352	0.70822	1.95250	4.00000
180	288	21338	0.51631	1.66382	3.00000
181	67	2085	0.94301	1.98904	4.00000
182	102	2839	0.55116	1.92326	4.00000
183	150	5607	0.50174	1.85993	3.00000
184	303	21521	0.47037	1.64677	3.00000
185	263	18729	0.54361	1.70158	3.00000
186	228	14054	0.54309	1.75883	3.00000
187	187	6372	0.36640	1.80999	3.00000
188	261	18126	0.53422	1.70524	3.00000
189	390	31199	0.41130	1.53715	3.00000
190	172	6489	0.44125	1.83313	4.00000
191	171	6455	0.44410	1.83191	4.00000
192	203	8241	0.40194	1.78928	3.00000
193	12	66	1.00000	2.39464	4.00000
194	24	146	0.52899	2.20341	4.00000
195	62	923	0.48810	2.00974	4.00000
196	70	1639	0.67867	1.99635	4.00000
197	216	14586	0.62817	1.76370	3.00000
198	10	45	1.00000	2.45067	4.00000
199	14	57	0.62637	2.40926	4.00000
200	10	45	1.00000	2.45067	4.00000
201	104	2719	0.50765	1.91839	3.00000
202	54	559	0.39064	2.03776	4.00000
203	28	378	1.00000	2.17052	4.00000
204	220	15566	0.64616	1.75883	3.00000
205	62	1081	0.57166	2.01340	4.00000
206	102	3489	0.67734	1.93910	4.00000
207	234	15974	0.58597	1.73447	3.00000
208	167	7567	0.54592	1.82826	4.00000
209	14	91	1.00000	2.29111	4.00000
210	23	135	0.53360	2.19001	4.00000
211	279	15125	0.39001	1.68210	3.00000
212	210	14773	0.67318	1.77223	3.00000
213	76	1643	0.57649	2.00244	4.00000
214	186	11500	0.66841	1.81486	4.00000
215	27	180	0.51282	2.12911	4.00000
216	61	714	0.39016	2.01218	4.00000
217	9	36	1.00000	2.47503	4.00000
218	36	398	0.63175	2.09257	4.00000
219	22	122	0.52814	2.17783	4.00000
220	41	422	0.51463	2.06577	4.00000
221	126	4602	0.58438	1.88672	4.00000
222	43	497	0.55039	2.07917	4.00000
223	40	479	0.61410	2.09379	4.00000
224	124	4194	0.54996	1.90987	4.00000
225	226	15951	0.62737	1.75761	3.00000
226	29	357	0.87931	2.13886	4.00000
227	66	1033	0.48159	2.01462	4.00000
228	175	11356	0.74588	1.82948	3.00000
229	117	3465	0.51061	1.89769	3.00000
230	225	15446	0.61294	1.75396	3.00000
231	290	19390	0.46271	1.67357	3.00000
232	30	384	0.88276	2.15225	4.00000
233	233	15580	0.57644	1.74178	3.00000
234	84	1695	0.48623	1.96955	3.00000
235	295	24202	0.55810	1.66626	3.00000
236	301	24479	0.54217	1.66139	3.00000
237	260	17494	0.51957	1.70280	3.00000
238	194	9143	0.48838	1.78928	3.00000
239	75	2213	0.79748	1.97442	4.00000
240	17	120	0.88235	2.32887	4.00000
241	83	1585	0.46577	1.96346	3.00000
242	44	946	1.00000	2.08648	4.00000
243	115	4418	0.67399	1.90499	4.00000
244	154	10718	0.90977	1.86845	4.00000
245	189	12289	0.69171	1.81608	3.00000
246	103	2941	0.55987	1.92083	3.00000
247	90	3363	0.83970	1.94519	4.00000
248	7	21	1.00000	2.50548	4.00000
249	152	10596	0.92332	1.86967	4.00000
250	31	213	0.45806	2.13033	4.00000
251	20	84	0.44211	2.27406	4.00000
252	4	6	1.00000	2.64434	4.00000
253	114	3931	0.61031	1.91596	3.00000
254	110	3326	0.55480	1.92570	3.00000
255	7	21	1.00000	2.51888	4.00000
256	204	14792	0.71438	1.77345	3.00000
257	142	5314	0.53082	1.86724	3.00000
258	64	1491	0.73958	2.01949	4.00000
259	207	14932	0.70034	1.76857	3.00000
260	207	14932	0.70034	1.76857	3.00000
261	297	25460	0.57922	1.66017	3.00000
262	172	11717	0.79675	1.82217	3.00000
263	216	15173	0.65345	1.76370	3.00000
264	62	797	0.42147	2.02558	4.00000
265	16	92	0.76667	2.40195	4.00000
266	183	11484	0.68961	1.82582	4.00000
267	51	1061	0.83216	2.06212	4.00000
268	238	16624	0.58944	1.72716	3.00000
269	109	3036	0.51580	1.92814	3.00000
270	146	5241	0.49513	1.87211	4.00000
271	40	487	0.62436	2.12546	4.00000
272	179	12036	0.75551	1.81242	3.00000
273	16	77	0.64167	2.35323	4.00000
274	160	10761	0.84599	1.85505	3.00000
275	73	1318	0.50152	1.98051	3.00000
276	189	12156	0.68423	1.80268	3.00000
277	20	103	0.54211	2.25944	4.00000
278	43	502	0.55592	2.11571	3.00000
279	37	289	0.43393	2.09257	3.00000
280	4	4	0.66667	2.77467	4.00000
281	41	549	0.66951	2.11571	4.00000
282	10	27	0.60000	2.42266	4.00000
283	7	21	1.00000	2.61998	4.00000
284	82	2953	0.88919	1.97077	4.00000
285	183	9122	0.54777	1.80512	3.00000
286	17	67	0.49265	2.27162	4.00000
287	9	22	0.61111	2.60658	4.00000
288	39	435	0.58704	2.13155	4.00000
289	30	252	0.57931	2.15347	4.00000
290	255	18752	0.57903	1.70767	3.00000
291	44	557	0.58879	2.11449	4.00000
292	68	1169	0.51317	2.01340	4.00000
293	99	2742	0.56524	1.93423	4.00000
294	83	2322	0.68234	1.95981	4.00000
295	58	753	0.45554	2.03410	3.00000
296	74	2203	0.81562	1.97442	4.00000
297	229	15157	0.58059	1.74665	3.00000
298	323	21832	0.41982	1.62241	3.00000
299	77	1381	0.47198	1.99513	4.00000
300	18	153	1.00000	2.22046	4.00000
301	96	3384	0.74211	1.93423	4.00000
302	30	234	0.53793	2.12911	4.00000
303	30	234	0.53793	2.12546	3.00000
304	105	3533	0.64707	1.93423	4.00000
305	221	15822	0.65084	1.75518	3.00000
306	55	900	0.60606	2.04263	4.00000
307	51	543	0.42588	2.06577	4.00000
308	6	7	0.46667	2.48843	4.00000
309	56	666	0.43247	2.03167	4.00000
310	76	1866	0.65474	1.98295	3.00000
311	304	25708	0.55819	1.65286	3.00000
312	20	155	0.81579	2.21803	4.00000
313	172	7093	0.48232	1.82948	3.00000
314	137	4816	0.51696	1.88307	3.00000
315	107	3316	0.58473	1.92692	4.00000
316	63	758	0.38812	2.00853	4.00000
317	235	15651	0.56923	1.74421	4.00000
318	79	1123	0.36449	1.98295	4.00000
319	105	4053	0.74231	1.94275	4.00000
320	90	3341	0.83421	1.94884	4.00000
321	106	2426	0.43594	1.94275	3.00000
322	159	11557	0.92007	1.84166	3.00000
323	164	11635	0.87049	1.83435	3.00000
324	4	6	1.00000	2.55420	4.00000
325	203	15002	0.73170	1.77223	3.00000
326	42	561	0.65157	2.07552	4.00000
327	169	8237	0.58023	1.82217	4.00000
328	82	1663	0.50075	1.99269	4.00000
329	43	541	0.59911	2.10719	4.00000
330	19	94	0.54971	2.25700	4.00000
331	167	10838	0.78191	1.84775	3.00000
332	276	23129	0.60946	1.69306	3.00000
333	87	2360	0.63085	1.95371	4.00000
334	93	2802	0.65498	1.95250	4.00000
335	93	3077	0.71926	1.95128	4.00000
336	64	891	0.44196	2.03045	3.00000
337	81	2381	0.73488	1.98538	4.00000
338	53	606	0.43977	2.05359	3.00000
339	84	2692	0.77223	1.97199	4.00000
340	239	16160	0.56819	1.73934	3.00000
341	72	1512	0.59155	2.01462	4.00000
342	58	1225	0.74108	2.03045	4.00000
343	53	1193	0.86575	2.04872	4.00000
344	201	13497	0.67149	1.77954	3.00000
345	221	13811	0.56812	1.76127	3.00000
346	91	2056	0.50208	1.94641	4.00000
347	145	5823	0.55776	1.86602	3.00000
348	64	1268	0.62897	2.00000	4.00000
349	148	5213	0.47922	1.85505	3.00000
350	89	1705	0.43539	1.95371	3.00000
351	367	29693	0.44212	1.56760	3.00000
352	309	19086	0.40108	1.64312	3.00000
353	1	0	    NaN	3.32765	5.00000
354	12	46	0.69697	2.33739	4.00000
355	202	14621	0.72021	1.78197	3.00000
356	176	6293	0.40864	1.81973	3.00000
357	6	15	1.00000	2.73691	4.00000
358	119	4501	0.64108	1.89525	3.00000
359	50	1137	0.92816	2.05238	4.00000
360	124	4531	0.59415	1.89403	3.00000
361	72	2556	1.00000	1.99635	4.00000
362	127	5725	0.71554	1.88429	3.00000
363	113	3989	0.63037	1.93057	4.00000
364	95	3084	0.69071	1.94641	4.00000
365	163	7151	0.54162	1.84044	3.00000
366	276	20302	0.53497	1.68331	3.00000
367	75	2583	0.93081	1.99269	4.00000
368	279	19501	0.50285	1.68210	3.00000
369	190	10176	0.56675	1.79537	3.00000
370	225	14884	0.59063	1.76005	3.00000
371	243	16084	0.54702	1.72716	3.00000
372	141	5199	0.52675	1.87454	4.00000
373	291	18968	0.44953	1.67235	3.00000
374	228	10734	0.41479	1.75518	3.00000
375	75	2571	0.92649	1.99269	4.00000
376	90	3003	0.74981	1.95981	4.00000
377	330	23893	0.44014	1.61510	3.00000
378	94	2902	0.66392	1.94153	3.00000
379	127	5725	0.71554	1.88429	3.00000
380	75	2566	0.92468	1.99147	4.00000
381	233	15409	0.57011	1.74543	3.00000
382	26	325	1.00000	2.16200	4.00000
383	221	15646	0.64360	1.75274	3.00000
384	63	898	0.45981	2.01340	4.00000
385	55	799	0.53805	2.03289	4.00000
386	135	4604	0.50901	1.89038	4.00000
387	101	3444	0.68198	1.94397	4.00000
388	67	2211	1.00000	2.00974	4.00000
389	269	14915	0.41378	1.69549	3.00000
390	319	23251	0.45841	1.62850	3.00000
391	207	14600	0.68477	1.77710	3.00000
392	71	2228	0.89658	1.99756	4.00000
393	255	18233	0.56301	1.70402	3.00000
394	83	2395	0.70379	1.98295	4.00000
395	368	30768	0.45563	1.56882	3.00000
396	97	2836	0.60911	1.94884	4.00000
397	225	11009	0.43687	1.75396	3.00000
398	295	20513	0.47303	1.65895	3.00000
399	159	6298	0.50139	1.84531	3.00000
400	105	2995	0.54853	1.94032	4.00000
401	67	2211	1.00000	2.00974	4.00000
402	157	6618	0.54042	1.85018	3.00000
403	132	4150	0.47999	1.90621	4.00000
404	117	3518	0.51842	1.91108	4.00000
405	249	17447	0.56507	1.72107	3.00000
406	96	2792	0.61228	1.94032	3.00000
407	113	3846	0.60777	1.91230	3.00000
408	74	2255	0.83488	1.99756	4.00000
409	216	13955	0.60099	1.77345	3.00000
410	105	3033	0.55549	1.94153	3.00000
411	92	2581	0.61658	1.96224	3.00000
412	116	3799	0.56957	1.90621	3.00000
413	90	2697	0.67341	1.96711	4.00000
414	67	2211	1.00000	2.00974	4.00000
415	158	5922	0.47747	1.85749	3.00000
416	238	15360	0.54462	1.74543	3.00000
417	280	19521	0.49977	1.67600	3.00000
418	332	26543	0.48307	1.61998	3.00000
419	86	2424	0.66320	1.97077	3.00000
420	253	17351	0.54429	1.71985	3.00000
421	136	4344	0.47320	1.88063	3.00000
422	170	6875	0.47859	1.83922	3.00000
423	314	17975	0.36578	1.63581	3.00000
424	274	19067	0.50980	1.68575	3.00000
425	202	8420	0.41476	1.77710	3.00000
426	47	555	0.51341	2.07552	4.00000
427	14	58	0.63736	2.28745	4.00000
428	267	22897	0.64479	1.70402	3.00000
429	10	45	1.00000	2.42144	4.00000
430	158	11501	0.92728	1.84409	3.00000
431	14	52	0.57143	2.34714	4.00000
432	125	4695	0.60581	1.88916	4.00000
433	23	120	0.47431	2.19001	4.00000
434	105	2743	0.50238	1.93544	3.00000
435	174	11686	0.77643	1.82339	3.00000
436	88	2958	0.77273	1.96102	4.00000
437	196	7773	0.40675	1.78563	3.00000
438	5	10	1.00000	2.60171	4.00000
439	51	1147	0.89961	2.05116	4.00000
440	157	6554	0.53520	1.85505	4.00000
441	2	1	1.00000	2.90012	4.00000
442	4	6	1.00000	2.59805	4.00000
443	158	10777	0.86890	1.86358	4.00000
444	147	5418	0.50489	1.85262	3.00000
445	12	66	1.00000	2.38124	4.00000
446	42	673	0.78165	2.10719	4.00000
447	42	673	0.78165	2.10719	4.00000
448	189	12508	0.70404	1.80024	3.00000
449	37	600	0.90090	2.07065	4.00000
450	133	4522	0.51515	1.88551	4.00000
451	81	1925	0.59414	1.96590	4.00000
452	288	23941	0.57929	1.67357	3.00000
453	183	8025	0.48190	1.80755	3.00000
454	198	12226	0.62688	1.79781	4.00000
455	122	3715	0.50332	1.89160	3.00000
456	65	1115	0.53606	2.00244	4.00000
457	62	1127	0.59598	2.00609	4.00000
458	90	1800	0.44944	1.95250	4.00000
459	76	1382	0.48491	1.98538	4.00000
460	96	2295	0.50329	1.93666	4.00000
461	268	17899	0.50028	1.69306	3.00000
462	113	3012	0.47598	1.90987	4.00000
463	114	3845	0.59696	1.91352	4.00000
464	244	16266	0.54867	1.73325	4.00000
465	84	1956	0.56110	1.96102	4.00000
466	74	1240	0.45909	1.98538	4.00000
467	181	5692	0.34942	1.80390	3.00000
468	153	4601	0.39568	1.84896	3.00000
469	106	3453	0.62049	1.93057	4.00000
470	195	8122	0.42939	1.80024	3.00000
471	201	12763	0.63498	1.79781	4.00000
472	108	3540	0.61267	1.92935	4.00000
473	143	5407	0.53255	1.87089	4.00000
474	114	3796	0.58935	1.90987	4.00000
475	230	13989	0.53119	1.75274	3.00000
476	258	18380	0.55440	1.70767	3.00000
477	294	20702	0.48065	1.66261	3.00000
478	85	1878	0.52605	1.96833	4.00000
479	82	1588	0.47817	1.97686	4.00000
480	280	18867	0.48303	1.68088	3.00000
481	355	28766	0.45780	1.58587	3.00000
482	223	9367	0.37842	1.75883	3.00000
483	8	28	1.00000	2.61510	4.00000
484	166	11782	0.86031	1.83069	3.00000
485	8	28	1.00000	2.61510	4.00000
486	32	211	0.42540	2.11328	4.00000
487	158	10708	0.86334	1.85749	4.00000
488	275	19614	0.52061	1.67722	3.00000
489	24	136	0.49275	2.21559	4.00000
490	84	1677	0.48107	1.97320	4.00000
491	235	15131	0.55032	1.74300	3.00000
492	140	3776	0.38808	1.88185	4.00000
493	32	170	0.34274	2.17296	4.00000
494	3	3	1.00000	2.88551	4.00000
495	42	594	0.68990	2.10719	4.00000
496	7	21	1.00000	2.58343	4.00000
497	58	1236	0.74773	2.03167	4.00000
498	108	3832	0.66321	1.91352	3.00000
499	82	2295	0.69106	1.96346	4.00000
500	65	1088	0.52308	2.00000	4.00000
501	13	34	0.43590	2.27771	4.00000
502	4	3	0.50000	2.93057	5.00000
503	4	3	0.50000	2.87089	5.00000
504	127	3412	0.42645	1.90012	3.00000
505	57	1050	0.65789	2.03289	4.00000
506	29	406	1.00000	2.19732	4.00000
507	34	433	0.77184	2.12424	4.00000
508	63	1123	0.57501	2.02192	4.00000
509	37	464	0.69670	2.14616	4.00000
510	3	3	1.00000	2.70280	4.00000
511	206	8421	0.39882	1.76979	3.00000
512	2	1	1.00000	2.91839	5.00000
513	37	666	1.00000	2.10110	4.00000
514	154	6817	0.57864	1.84653	3.00000
515	154	6817	0.57864	1.84653	3.00000
516	53	868	0.62990	2.03289	4.00000
517	188	13038	0.74172	1.80512	3.00000
518	182	12619	0.76613	1.81486	3.00000
519	97	2049	0.44008	1.95615	4.00000
520	45	709	0.71616	2.07186	4.00000
521	79	1361	0.44174	1.99147	3.00000
522	192	12114	0.66067	1.81242	3.00000
523	47	756	0.69935	2.05968	4.00000
524	179	12682	0.79606	1.81608	3.00000
525	103	3497	0.66571	1.94397	4.00000
526	183	12255	0.73590	1.81851	3.00000
527	11	55	1.00000	2.47138	4.00000
528	162	11471	0.87961	1.83800	3.00000
529	65	921	0.44279	2.00853	3.00000
530	30	435	1.00000	2.19001	4.00000
531	4	6	1.00000	2.40804	4.00000
532	241	17289	0.59782	1.72960	3.00000
533	57	1596	1.00000	2.03167	4.00000
534	271	19518	0.53350	1.69428	3.00000
535	120	4450	0.62325	1.91230	3.00000
536	166	6925	0.50566	1.83069	4.00000
537	97	2798	0.60095	1.95128	4.00000
538	262	18575	0.54327	1.70524	3.00000
539	64	1636	0.81151	2.01705	4.00000
540	189	8092	0.45548	1.79903	3.00000
541	249	17164	0.55590	1.71133	3.00000
542	186	12160	0.70677	1.80999	3.00000
543	220	14037	0.58269	1.76248	3.00000
544	145	10440	1.00000	1.88307	4.00000
545	371	31765	0.46281	1.56029	3.00000
546	174	11220	0.74547	1.84166	4.00000
547	169	11078	0.78036	1.84044	3.00000
548	107	3891	0.68612	1.93423	4.00000
549	9	18	0.50000	2.36297	4.00000
550	70	2138	0.88530	1.98538	4.00000
551	201	14067	0.69985	1.78319	3.00000
552	175	11329	0.74411	1.83191	4.00000
553	158	6919	0.55785	1.84166	3.00000
554	110	3902	0.65088	1.93057	4.00000
555	133	4874	0.55525	1.88672	4.00000
556	167	6859	0.49484	1.84287	3.00000
557	289	24012	0.57699	1.67722	3.00000
558	21	109	0.51905	2.17905	4.00000
559	15	79	0.75238	2.24239	4.00000
560	126	4621	0.58679	1.88185	4.00000
561	23	131	0.51779	2.17296	4.00000
562	184	11610	0.68959	1.81973	4.00000
563	216	13323	0.57377	1.76736	3.00000
564	206	10502	0.49737	1.76979	3.00000
565	244	11927	0.40231	1.72594	3.00000
566	58	935	0.56564	2.04019	4.00000
567	62	968	0.51190	2.02680	4.00000
568	27	351	1.00000	2.18758	4.00000
569	126	4411	0.56013	1.90987	4.00000
570	35	422	0.70924	2.10840	4.00000
571	190	11814	0.65798	1.80877	4.00000
572	49	1142	0.97109	2.04994	4.00000
573	88	1910	0.49896	1.94762	3.00000
574	195	8698	0.45985	1.78563	3.00000
575	56	1199	0.77857	2.03045	4.00000
576	52	1152	0.86878	2.04507	4.00000
577	123	3712	0.49474	1.89038	4.00000
578	302	24735	0.54421	1.65164	3.00000
579	114	3420	0.53097	1.90134	3.00000
580	263	17904	0.51966	1.70524	3.00000
581	164	6254	0.46790	1.83557	3.00000
582	64	1273	0.63145	2.00974	4.00000
583	119	3250	0.46290	1.91230	3.00000
584	10	45	1.00000	2.35810	4.00000
585	135	4832	0.53422	1.88185	3.00000
586	179	7241	0.45452	1.81851	3.00000
587	47	1037	0.95930	2.07430	4.00000
588	54	1085	0.75821	2.03410	4.00000
589	100	2100	0.42424	1.93788	3.00000
590	51	1053	0.82588	2.06699	4.00000
591	117	4481	0.66033	1.90012	4.00000
592	183	7838	0.47067	1.81121	3.00000
593	83	1852	0.54423	1.97320	3.00000
594	65	1318	0.63365	2.02801	4.00000
595	237	16021	0.57287	1.73569	3.00000
596	135	4147	0.45849	1.87942	3.00000
597	199	12405	0.62966	1.80390	4.00000
598	305	25088	0.54116	1.65530	3.00000
599	146	4338	0.40983	1.85627	4.00000
600	157	5736	0.46840	1.84775	4.00000
601	48	1038	0.92021	2.07186	4.00000
602	107	2252	0.39711	1.93423	4.00000
603	69	1297	0.55286	2.03289	4.00000
604	159	5446	0.43356	1.85140	4.00000
605	71	1359	0.54688	2.00609	4.00000
606	66	1220	0.56876	2.01705	4.00000
607	258	17996	0.54282	1.71255	3.00000
608	298	15898	0.35925	1.65530	3.00000
609	257	12814	0.38953	1.71011	3.00000
610	145	4804	0.46015	1.86845	3.00000
611	6	8	0.53333	2.58222	4.00000
612	273	19534	0.52613	1.69062	3.00000
613	62	1367	0.72290	2.02071	4.00000
614	86	1944	0.53187	1.97199	3.00000
615	342	27672	0.47456	1.59927	3.00000
616	222	14705	0.59945	1.75396	3.00000
617	10	45	1.00000	2.37150	4.00000
618	20	105	0.55263	2.25944	4.00000
619	15	58	0.55238	2.41413	4.00000
620	25	203	0.67667	2.17905	4.00000
621	75	2571	0.92649	1.99269	4.00000
622	328	20205	0.37676	1.61754	3.00000
623	4	6	1.00000	2.70646	4.00000
624	9	20	0.55556	2.40073	4.00000
625	104	3258	0.60829	1.93788	4.00000
626	43	627	0.69435	2.08161	4.00000
627	27	327	0.93162	2.15956	4.00000
628	97	2482	0.53308	1.95371	4.00000
629	63	1122	0.57450	2.01827	4.00000
630	62	910	0.48123	2.01462	4.00000
631	51	586	0.45961	2.04263	4.00000
632	225	15470	0.61389	1.75518	3.00000
633	2	1	1.00000	2.84896	4.00000
634	59	1609	0.94039	2.02071	3.00000
635	305	26006	0.56096	1.64921	3.00000
636	145	10440	1.00000	1.88307	4.00000
637	216	14083	0.60650	1.77710	3.00000
638	59	1381	0.80713	2.01340	4.00000
639	208	14423	0.66996	1.77954	4.00000
640	7	21	1.00000	2.57491	4.00000
