i	Degree	Interconnections	CC	APL	SS
289	361	60062	0.92432	1.82544	3.00000
290	817	167023	0.50106	1.58084	3.00000
291	811	168272	0.51231	1.58445	3.00000
292	465	74529	0.69085	1.76880	3.00000
293	385	63984	0.86558	1.81256	3.00000
294	775	163419	0.54487	1.60299	3.00000
295	654	137416	0.64354	1.66838	3.00000
296	868	183182	0.48683	1.55510	3.00000
297	654	137416	0.64354	1.66838	3.00000
298	532	92720	0.65644	1.73120	3.00000
299	358	59764	0.93523	1.82801	3.00000
300	399	63559	0.80048	1.80381	3.00000
301	478	79886	0.70074	1.76107	3.00000
302	638	108673	0.53480	1.67508	3.00000
303	505	79844	0.62741	1.74768	3.00000
304	869	156748	0.41562	1.55613	3.00000
305	644	113526	0.54831	1.67353	3.00000
306	673	138828	0.61394	1.65860	3.00000
307	379	61485	0.85836	1.81617	3.00000
308	842	174106	0.49174	1.56900	3.00000
309	461	73836	0.69637	1.76880	3.00000
310	345	59340	1.00000	1.83471	3.00000
311	520	86630	0.64199	1.73944	3.00000
312	436	66198	0.69807	1.78527	3.00000
313	487	72153	0.60970	1.75592	3.00000
314	413	63837	0.75033	1.79609	3.00000
315	760	158189	0.54847	1.61174	3.00000
316	376	60861	0.86328	1.81823	3.00000
317	522	86312	0.63474	1.73996	3.00000
318	652	100370	0.47294	1.66890	3.00000
319	356	60016	0.94977	1.82904	3.00000
320	746	148841	0.53562	1.61895	3.00000
321	472	74570	0.67086	1.76365	3.00000
322	567	84035	0.52371	1.71473	3.00000
323	462	73240	0.68776	1.76982	3.00000
324	601	93644	0.51938	1.69773	3.00000
325	820	172944	0.51504	1.57981	3.00000
326	718	115825	0.44998	1.63440	3.00000
327	596	98602	0.55610	1.69722	3.00000
328	744	158435	0.57322	1.61998	3.00000
329	903	189141	0.46443	1.53656	3.00000
330	394	63531	0.82059	1.80742	3.00000
331	422	67472	0.75955	1.79351	3.00000
332	646	102680	0.49286	1.67456	3.00000
333	465	74529	0.69085	1.76880	3.00000
334	75	2014	0.72577	2.03656	4.00000
335	100	3693	0.74606	1.99691	4.00000
336	357	59737	0.94006	1.82801	3.00000
337	103	4179	0.79555	2.00875	4.00000
338	63	1236	0.63287	2.05767	3.00000
339	164	11065	0.82785	1.93975	3.00000
340	27	207	0.58974	2.13491	4.00000
341	22	163	0.70563	2.21679	4.00000
342	448	70337	0.70247	1.77909	3.00000
343	164	7185	0.53756	1.94490	3.00000
